idx,credit_risk,sex,account_check_status,duration_in_month,credit_history,credit_amount,present_employment_since,marriage,age_in_years,housing,foreign_worker,job
939,1,0,1,60,2,6288,2,0,42,2,0,2
983,0,1,2,21,2,2923,2,1,28,1,0,3
924,0,0,1,12,2,2002,3,0,30,0,0,2
996,0,1,3,12,2,1736,3,1,31,1,0,1
768,0,1,3,10,2,2901,1,1,31,0,0,2
865,1,0,3,10,2,2210,2,0,25,0,0,1
659,0,1,1,30,0,4221,2,1,28,1,0,2
963,0,0,3,15,2,3556,2,0,29,1,0,2
872,0,0,2,6,4,1343,4,0,46,1,1,2
967,1,0,1,27,4,2520,2,0,23,1,0,1
991,0,0,3,12,4,3565,1,0,37,1,0,1
860,0,0,3,9,2,3577,2,0,26,0,1,2
980,1,0,1,15,1,1264,2,3,25,0,0,2
818,0,1,3,6,4,1554,3,1,24,0,0,2
916,1,1,1,48,0,18424,2,1,32,1,1,3
976,0,1,2,24,2,1258,2,1,57,1,0,1
954,1,1,3,36,2,10974,0,1,26,1,0,3
905,0,0,3,24,2,1278,4,0,36,1,0,3
845,0,0,3,18,2,3422,4,0,47,1,0,2
761,0,1,3,15,4,5045,4,1,59,1,0,2
834,0,1,1,24,2,5084,4,1,42,1,0,2
798,0,1,3,12,4,1258,1,1,22,0,0,1
959,1,0,0,28,2,4006,2,0,45,1,0,1
796,0,1,3,9,2,2301,1,1,22,0,0,2
635,1,1,1,24,2,1355,1,1,25,1,0,1
864,0,0,3,27,4,4526,1,0,32,1,0,1
960,0,0,1,24,2,3069,4,0,30,2,0,2
981,1,0,1,30,4,8386,3,0,49,1,0,2
1000,0,0,1,45,4,4576,0,0,27,1,0,2
832,1,1,0,18,2,1216,1,1,23,0,0,2
951,0,0,1,18,4,3590,0,3,40,1,0,0
854,1,0,0,18,1,1442,3,0,32,2,0,1
987,0,0,2,42,0,6289,1,2,33,1,0,2
837,0,1,3,12,2,886,2,1,21,1,0,2
935,0,1,0,12,2,1498,2,1,23,1,0,2
942,0,0,3,10,2,1546,2,0,31,1,1,1
880,0,0,3,30,4,6742,3,0,36,1,0,2
902,0,0,3,20,4,3485,1,2,44,1,0,2
926,1,0,0,12,1,697,1,0,46,1,0,2
756,1,1,0,24,2,1285,3,1,32,0,0,2
734,0,1,3,24,2,2603,2,1,28,0,0,2
846,0,0,1,21,2,3976,3,0,35,1,0,2
973,1,1,0,24,1,1193,0,1,29,0,0,0
805,0,1,1,12,2,7472,0,1,24,0,0,0
955,0,1,0,12,2,1893,2,1,29,1,0,2
868,0,0,3,12,4,3331,4,0,42,1,0,2
848,0,0,3,24,2,1249,1,3,28,1,0,2
937,1,1,2,9,2,745,2,1,28,1,0,1
953,1,1,1,24,2,4113,1,1,28,0,0,2
904,0,0,3,15,2,1386,2,3,40,0,0,2
827,1,1,0,18,4,3966,4,1,33,0,0,2
861,0,0,3,24,4,5804,2,0,27,1,0,2
619,1,1,1,30,2,3441,2,1,21,0,0,2
676,0,1,3,30,4,4530,3,1,26,0,0,3
855,0,0,3,36,3,10875,4,0,45,1,0,2
922,0,0,3,48,3,12749,3,0,37,1,0,3
869,0,0,3,36,2,7409,4,0,37,1,0,2
984,1,0,0,36,2,8229,2,0,26,1,0,2
613,0,1,0,21,2,3357,1,1,29,1,0,2
912,1,1,1,24,4,4736,1,1,25,1,0,1
668,0,1,3,48,1,3609,2,1,27,1,0,2
841,1,0,0,36,2,5179,3,0,29,1,0,2
921,0,1,3,18,4,1817,2,1,28,1,0,2
729,1,1,1,48,1,6416,4,1,59,0,0,2
603,1,1,1,24,1,1837,3,1,34,2,0,1
988,0,1,3,13,2,1409,0,1,64,1,0,2
871,0,1,3,36,3,7678,3,1,40,1,0,2
875,0,0,0,12,2,3590,2,0,29,1,0,1
604,1,1,3,36,2,3349,2,1,28,1,0,3
698,0,1,3,12,4,926,0,1,38,1,0,0
776,1,1,0,24,2,1371,2,1,25,0,0,2
929,0,0,3,30,2,1867,4,0,58,1,0,2
631,0,1,0,24,2,3660,2,1,28,1,0,2
974,1,0,0,60,2,7297,4,0,36,0,0,2
641,1,1,0,18,2,750,0,1,27,1,0,0
849,0,0,0,9,2,1364,3,0,59,1,0,2
927,0,1,0,18,4,1049,1,1,21,0,0,2
913,0,1,1,30,2,2991,4,1,25,1,0,2
639,0,1,3,12,2,1493,1,1,34,1,0,2
601,0,1,1,7,2,2329,1,1,45,1,0,2
899,0,1,3,15,2,2186,3,1,33,0,0,1
885,1,0,1,24,2,4057,3,2,43,1,0,2
803,0,1,0,20,4,4272,4,1,24,1,0,2
933,0,0,3,9,4,1224,2,0,30,1,0,2
968,0,1,3,15,2,3568,4,1,54,0,0,3
971,0,0,1,15,2,1514,2,0,22,1,0,2
615,1,1,3,18,3,1808,3,1,22,1,0,2
948,0,0,3,12,2,2859,0,0,38,1,0,3
982,1,0,3,48,2,4844,0,0,33,0,0,3
709,0,1,1,9,2,1206,4,1,25,1,0,2
994,0,0,0,36,2,3959,0,0,30,1,0,3
843,1,1,3,18,2,1943,1,1,23,1,0,2
780,0,1,1,18,2,3872,0,1,67,1,0,2
961,0,0,3,6,4,1740,4,3,30,0,0,2
624,0,1,0,12,2,1858,1,1,22,0,0,2
585,0,1,3,12,2,2133,4,1,52,2,0,3
748,1,1,0,12,2,1274,1,1,37,1,0,1
862,1,0,3,18,3,2169,2,3,28,1,0,2
851,1,0,0,20,4,2235,2,3,33,0,1,2
822,0,0,2,12,2,3016,2,3,24,1,0,2
703,0,1,2,24,2,1377,4,1,47,2,0,2
772,1,1,0,36,4,8065,2,1,25,1,0,3
925,1,0,0,24,1,6872,1,2,55,1,0,2
681,0,1,3,6,2,1538,1,1,56,1,0,2
894,0,0,1,36,4,5800,2,0,34,1,0,2
966,0,1,1,30,2,1715,2,1,26,1,0,2
908,0,0,1,36,2,3711,2,3,27,1,0,2
825,0,0,3,18,4,3780,1,2,35,1,0,3
634,1,1,3,9,2,1980,1,1,19,0,0,2
878,0,0,3,36,2,3595,4,0,28,1,0,2
733,0,1,1,8,2,760,3,1,44,1,0,1
893,0,0,0,12,4,2171,2,0,38,1,1,1
910,0,1,1,9,2,3195,2,1,33,1,0,1
928,1,0,0,48,2,10297,3,0,39,2,0,2
940,0,0,3,24,4,6842,2,0,46,1,0,3
919,1,0,0,24,2,2359,0,2,33,1,0,2
826,0,0,0,21,4,1602,4,3,30,1,0,2
888,1,0,1,48,2,15672,2,0,23,1,0,2
941,0,0,3,12,2,3527,1,0,45,1,0,3
923,1,1,0,9,2,1366,1,1,22,0,0,2
771,0,1,0,24,2,2812,4,1,26,0,0,2
708,1,1,1,12,0,2969,1,1,25,0,0,2
816,0,1,1,36,3,7432,2,1,54,0,0,2
914,0,0,3,11,2,2142,4,2,28,1,0,2
870,0,1,0,12,2,652,4,1,24,0,0,2
706,0,1,3,15,2,5324,4,1,35,2,0,2
740,1,1,1,30,0,4280,2,1,26,0,0,1
737,1,1,1,24,2,11560,2,1,23,0,0,3
882,0,0,3,24,2,9277,2,2,48,2,0,2
877,0,0,0,18,1,1940,1,0,36,2,0,3
934,0,0,3,12,4,522,4,0,42,1,0,2
992,0,0,3,15,1,1569,4,0,34,1,0,1
728,1,1,0,18,2,1882,2,1,25,0,0,2
898,0,1,3,12,4,1592,3,1,35,1,1,2
970,0,0,0,11,4,3939,2,0,40,1,0,1
900,1,0,0,18,2,4153,2,0,42,1,0,2
648,1,1,3,12,2,1386,2,1,26,1,0,2
874,0,1,3,15,2,874,1,1,24,1,0,2
945,0,1,0,15,2,1845,1,1,46,0,0,2
856,0,0,3,24,2,1474,1,3,33,1,0,2
887,0,0,1,24,4,2825,3,0,34,1,0,2
886,1,1,0,12,2,795,1,1,53,1,0,2
842,0,0,3,21,3,2993,2,0,28,1,0,1
726,0,1,3,6,4,250,2,1,41,1,0,1
931,0,0,0,24,2,1747,1,0,24,1,1,1
859,1,1,0,15,2,3959,2,1,29,1,0,2
873,0,0,0,24,4,1382,3,0,26,1,0,2
830,0,0,1,48,3,6681,2,0,38,2,0,2
920,1,0,0,24,2,3345,4,0,39,0,0,3
986,0,1,0,15,4,1433,2,1,25,0,0,2
835,1,1,2,15,2,2327,1,1,25,1,0,1
998,0,0,3,12,2,804,4,0,38,1,0,2
725,1,1,3,27,2,2570,2,1,21,0,0,2
867,0,1,0,18,2,2389,1,1,27,1,0,2
844,0,0,3,24,1,1559,3,0,50,1,0,2
614,0,1,0,24,1,3632,2,1,22,0,1,2
754,0,1,3,30,4,5771,3,1,25,1,0,2
705,0,1,1,27,2,2528,1,1,32,1,0,2
847,1,0,3,18,2,6761,2,0,68,0,0,2
932,1,1,1,9,2,1670,1,1,22,1,0,2
949,1,0,3,18,2,1533,1,3,43,1,0,1
883,0,0,1,30,4,2181,4,0,36,1,0,2
943,0,0,3,24,2,929,3,0,31,1,0,2
957,0,0,2,30,4,3656,4,0,49,1,0,1
665,0,1,2,6,4,1047,2,1,50,1,0,1
896,0,0,3,36,3,8947,3,0,31,1,0,3
930,0,0,0,12,3,1344,2,0,43,1,0,1
938,0,0,1,6,2,2063,1,3,30,0,0,3
857,0,1,3,10,2,894,3,1,40,1,0,2
735,0,1,3,4,4,3380,3,1,37,1,0,2
997,0,0,0,30,2,3857,2,2,40,1,0,3
892,0,0,3,15,4,1829,4,0,46,1,0,2
946,0,1,1,48,0,8358,1,1,30,1,0,2
969,0,0,3,42,2,7166,3,3,29,0,0,2
891,0,0,0,27,4,2442,4,0,43,1,0,3
608,1,1,1,36,2,2671,2,1,50,2,0,2
692,0,1,1,15,2,2631,2,1,25,1,0,1
911,0,1,3,36,3,4454,2,1,34,1,0,2
915,1,0,0,24,1,3161,2,0,31,0,0,2
917,0,0,3,10,2,2848,2,0,32,1,0,2
840,0,0,3,24,4,2611,4,3,46,1,0,2
999,1,0,0,45,2,1845,2,0,23,2,0,2
964,1,0,3,24,2,2397,4,0,35,1,0,2
956,0,1,0,24,4,1231,4,1,57,0,0,3
884,0,1,3,18,4,1098,0,1,65,1,0,0
722,1,1,1,6,1,433,1,1,24,0,0,2
810,1,1,1,15,0,1778,1,1,26,0,0,0
890,0,0,3,28,1,7824,1,0,40,0,0,2
701,1,1,3,12,2,1123,2,1,29,0,0,1
838,0,1,3,4,2,601,1,1,23,0,0,1
753,0,1,1,12,2,841,3,1,23,0,0,1
