idx,credit_risk,sex,account_check_status,duration_in_month,credit_history,credit_amount,present_employment_since,marriage,age_in_years,housing,foreign_worker,job,
853,0,0,3,15,4,1471,2,0,35,2,0,2,0.382499943
855,0,0,3,36,3,10875,4,0,45,1,0,2,0.336593907
856,0,0,3,24,2,1474,1,3,33,1,0,2,0.748254603
858,0,0,3,15,4,3343,2,0,28,2,0,2,0.237898831
860,0,0,3,9,2,3577,2,0,26,0,1,2,0.563878081
861,0,0,3,24,4,5804,2,0,27,1,0,2,0.154598413
864,0,0,3,27,4,4526,1,0,32,1,0,1,0.002858468
868,0,0,3,12,4,3331,4,0,42,1,0,2,0.097957802
869,0,0,3,36,2,7409,4,0,37,1,0,2,0.211483365
872,0,0,2,6,4,1343,4,0,46,1,1,2,0.268803798
873,0,0,0,24,4,1382,3,0,26,1,0,2,0.690473019
875,0,0,0,12,2,3590,2,0,29,1,0,1,0.114185069
877,0,0,0,18,1,1940,1,0,36,2,0,3,0.879506041
878,0,0,3,36,2,3595,4,0,28,1,0,2,0.114756478
880,0,0,3,30,4,6742,3,0,36,1,0,2,0.639290423
881,0,0,3,24,2,7814,3,0,38,1,0,3,0.733352057
882,0,0,3,24,2,9277,2,2,48,2,0,2,0.044543854
883,0,0,1,30,4,2181,4,0,36,1,0,2,0.082563988
887,0,0,1,24,4,2825,3,0,34,1,0,2,0.574288189
889,0,0,3,36,4,6614,4,0,34,1,0,3,0.83633128
890,0,0,3,28,1,7824,1,0,40,0,0,2,0.012977167
891,0,0,0,27,4,2442,4,0,43,1,0,3,0.513335274
892,0,0,3,15,4,1829,4,0,46,1,0,2,0.225426516
893,0,0,0,12,4,2171,2,0,38,1,1,1,0.398852049
894,0,0,1,36,4,5800,2,0,34,1,0,2,0.109661967
895,0,0,3,18,4,1169,2,0,29,1,0,2,0.126431163
896,0,0,3,36,3,8947,3,0,31,1,0,3,0.600949906
902,0,0,3,20,4,3485,1,2,44,1,0,2,0.939897541
903,0,0,3,36,4,10477,4,0,42,2,0,2,0.390318737
904,0,0,3,15,2,1386,2,3,40,0,0,2,0.926979101
905,0,0,3,24,2,1278,4,0,36,1,0,3,0.410207105
906,0,0,0,12,2,1107,2,0,20,0,0,3,0.333584097
907,0,0,0,21,2,3763,3,0,24,1,1,1,0.343551859
908,0,0,1,36,2,3711,2,3,27,1,0,2,0.696892479
914,0,0,3,11,2,2142,4,2,28,1,0,2,0.184949445
917,0,0,3,10,2,2848,2,0,32,1,0,2,0.794812879
922,0,0,3,48,3,12749,3,0,37,1,0,3,0.557613341
924,0,0,1,12,2,2002,3,0,30,0,0,2,0.485158309
929,0,0,3,30,2,1867,4,0,58,1,0,2,0.784246453
930,0,0,0,12,3,1344,2,0,43,1,0,1,0.045484681
931,0,0,0,24,2,1747,1,0,24,1,1,1,0.957800998
933,0,0,3,9,4,1224,2,0,30,1,0,2,0.013485999
934,0,0,3,12,4,522,4,0,42,1,0,2,0.454412599
938,0,0,1,6,2,2063,1,3,30,0,0,3,0.427276402
940,0,0,3,24,4,6842,2,0,46,1,0,3,0.901314271
941,0,0,3,12,2,3527,1,0,45,1,0,3,0.333087678
942,0,0,3,10,2,1546,2,0,31,1,1,1,0.776361053
943,0,0,3,24,2,929,3,0,31,1,0,2,0.851632486
944,0,0,3,4,4,1455,3,0,42,1,0,1,0.092986537
948,0,0,3,12,2,2859,0,0,38,1,0,3,0.518540556
951,0,0,1,18,4,3590,0,3,40,1,0,0,0.267559355
957,0,0,2,30,4,3656,4,0,49,1,0,1,0.900748249
958,0,0,1,9,4,1154,4,0,37,1,0,1,0.364398272
960,0,0,1,24,2,3069,4,0,30,2,0,2,0.606936877
961,0,0,3,6,4,1740,4,3,30,0,0,2,0.206541703
962,0,0,1,21,3,2353,2,2,47,1,0,2,0.904900881
963,0,0,3,15,2,3556,2,0,29,1,0,2,0.935949531
965,0,0,1,6,2,454,1,3,22,1,0,1,0.008120961
969,0,0,3,42,2,7166,3,3,29,0,0,2,0.921158714
970,0,0,0,11,4,3939,2,0,40,1,0,1,0.915558389
971,0,0,1,15,2,1514,2,0,22,1,0,2,0.931852382
972,0,0,3,24,2,7393,2,0,43,1,0,1,0.860159501
978,0,0,1,18,3,2427,4,0,42,1,0,2,0.664954214
985,0,0,3,24,4,2028,3,0,30,1,0,1,0.36831528
987,0,0,2,42,0,6289,1,2,33,1,0,2,0.20118588
989,0,0,0,24,2,6579,0,0,29,2,0,3,0.112307435
990,0,0,1,24,4,1743,4,0,48,1,0,1,0.175950521
991,0,0,3,12,4,3565,1,0,37,1,0,1,0.862251785
992,0,0,3,15,1,1569,4,0,34,1,0,1,0.696203861
993,0,0,0,18,2,1936,3,3,23,0,0,1,0.211557345
994,0,0,0,36,2,3959,0,0,30,1,0,3,0.249576251
995,0,0,3,12,2,2390,4,0,50,1,0,2,0.069404174
997,0,0,0,30,2,3857,2,2,40,1,0,3,0.146431748
998,0,0,3,12,2,804,4,0,38,1,0,2,0.778792278
1000,0,0,1,45,4,4576,0,0,27,1,0,2,0.975430859
603,1,1,1,24,1,1837,3,1,34,2,0,1,0.911430121
604,1,1,3,36,2,3349,2,1,28,1,0,3,0.878054375
608,1,1,1,36,2,2671,2,1,50,2,0,2,0.973074733
611,1,1,0,12,2,741,0,1,22,1,0,2,0.44501371
612,1,1,2,10,2,1240,4,1,48,2,0,1,0.691637936
615,1,1,3,18,3,1808,3,1,22,1,0,2,0.122143555
619,1,1,1,30,2,3441,2,1,21,0,0,2,0.771156966
634,1,1,3,9,2,1980,1,1,19,0,0,2,0.589660928
635,1,1,1,24,2,1355,1,1,25,1,0,1,0.702064815
641,1,1,0,18,2,750,0,1,27,1,0,0,0.679599116
648,1,1,3,12,2,1386,2,1,26,1,0,2,0.075776307
701,1,1,3,12,2,1123,2,1,29,0,0,1,0.547237161
708,1,1,1,12,0,2969,1,1,25,0,0,2,0.836635137
712,1,1,0,6,1,1198,4,1,35,2,0,2,0.089128463
722,1,1,1,6,1,433,1,1,24,0,0,2,0.274619257
723,1,1,0,12,2,1228,2,1,24,1,0,1,0.263934207
725,1,1,3,27,2,2570,2,1,21,0,0,2,0.565888603
728,1,1,0,18,2,1882,2,1,25,0,0,2,0.428806966
729,1,1,1,48,1,6416,4,1,59,0,0,2,0.493540095
737,1,1,1,24,2,11560,2,1,23,0,0,3,0.742313074
740,1,1,1,30,0,4280,2,1,26,0,0,1,0.755757907
748,1,1,0,12,2,1274,1,1,37,1,0,1,0.928520409
752,1,1,0,18,2,976,1,1,23,1,0,1,0.858981812
756,1,1,0,24,2,1285,3,1,32,0,0,2,0.920420802
762,1,1,0,18,4,2124,2,1,24,0,0,2,0.874380064
772,1,1,0,36,4,8065,2,1,25,1,0,3,0.185647868
776,1,1,0,24,2,1371,2,1,25,0,0,2,0.912253467
784,1,1,1,12,2,836,1,1,23,1,0,1,0.519681553
791,1,1,1,21,2,1188,4,1,39,1,0,2,0.449905636
810,1,1,1,15,0,1778,1,1,26,0,0,0,0.998603806
827,1,1,0,18,4,3966,4,1,33,0,0,2,0.328200849
841,1,0,0,36,2,5179,3,0,29,1,0,2,0.020860379
832,1,1,0,18,2,1216,1,1,23,0,0,2,0.11386158
835,1,1,2,15,2,2327,1,1,25,1,0,1,0.425357732
843,1,1,3,18,2,1943,1,1,23,1,0,2,0.332940696
859,1,1,0,15,2,3959,2,1,29,1,0,2,0.503565473
847,1,0,3,18,2,6761,2,0,68,0,0,2,0.237629422
850,1,0,0,12,2,709,4,0,57,1,0,1,0.005610322
851,1,0,0,20,4,2235,2,3,33,0,1,2,0.235292324
854,1,0,0,18,1,1442,3,0,32,2,0,1,0.102799011
862,1,0,3,18,3,2169,2,3,28,1,0,2,0.142986287
865,1,0,3,10,2,2210,2,0,25,0,0,1,0.082400518
879,1,0,0,9,2,1422,1,0,27,2,0,3,0.043447286
885,1,0,1,24,2,4057,3,2,43,1,0,2,0.522827168
888,1,0,1,48,2,15672,2,0,23,1,0,2,0.979125842
863,1,1,0,24,2,2439,1,1,35,1,0,2,0.282857309
900,1,0,0,18,2,4153,2,0,42,1,0,2,0.969599746
886,1,1,0,12,2,795,1,1,53,1,0,2,0.39806713
901,1,0,0,16,4,2625,4,0,43,0,0,2,0.51292781
915,1,0,0,24,1,3161,2,0,31,0,0,2,0.348892838
918,1,0,0,6,2,14896,4,0,68,1,0,3,0.563880942
919,1,0,0,24,2,2359,0,2,33,1,0,2,0.575469402
912,1,1,1,24,4,4736,1,1,25,1,0,1,0.807320445
920,1,0,0,24,2,3345,4,0,39,0,0,3,0.907672289
916,1,1,1,48,0,18424,2,1,32,1,1,3,0.515922685
923,1,1,0,9,2,1366,1,1,22,0,0,2,0.404949149
932,1,1,1,9,2,1670,1,1,22,1,0,2,0.643808476
925,1,0,0,24,1,6872,1,2,55,1,0,2,0.550064802
926,1,0,0,12,1,697,1,0,46,1,0,2,0.86926897
928,1,0,0,48,2,10297,3,0,39,2,0,2,0.071707003
936,1,0,1,30,3,1919,1,0,30,1,0,3,0.897016795
939,1,0,1,60,2,6288,2,0,42,2,0,2,0.082046842
937,1,1,2,9,2,745,2,1,28,1,0,1,0.096046331
947,1,0,0,24,1,3349,1,0,30,2,0,2,0.118630353
949,1,0,3,18,2,1533,1,3,43,1,0,1,0.540914961
953,1,1,1,24,2,4113,1,1,28,0,0,2,0.851027868
950,1,0,3,24,2,3621,4,0,31,1,0,2,0.513975199
954,1,1,3,36,2,10974,0,1,26,1,0,3,0.42116072
952,1,0,0,36,3,2145,3,0,24,1,0,2,0.100802097
959,1,0,0,28,2,4006,2,0,45,1,0,1,0.078991129
964,1,0,3,24,2,2397,4,0,35,1,0,2,0.285639102
967,1,0,1,27,4,2520,2,0,23,1,0,1,0.251046909
974,1,0,0,60,2,7297,4,0,36,0,0,2,0.862510539
979,1,0,3,24,3,2538,4,0,47,1,0,1,0.90294039
980,1,0,1,15,1,1264,2,3,25,0,0,2,0.589522974
973,1,1,0,24,1,1193,0,1,29,0,0,0,0.443179165
981,1,0,1,30,4,8386,3,0,49,1,0,2,0.492479119
982,1,0,3,48,2,4844,0,0,33,0,0,3,0.309654042
984,1,0,0,36,2,8229,2,0,26,1,0,2,0.089083876
999,1,0,0,45,2,1845,2,0,23,2,0,2,0.541930292
