idx,credit_risk,sex,account_check_status,duration_in_month,credit_history,credit_amount,present_employment_since,marriage,age_in_years,housing,foreign_worker,job
67,0,1,3,12,2,2171,1,1,29,1,0,2
68,0,0,1,12,2,1007,2,3,22,1,0,2
69,1,0,3,36,2,1819,2,0,37,2,0,2
70,0,1,3,36,2,2394,2,1,25,1,0,2
71,0,1,3,36,2,8133,2,1,30,1,0,2
72,0,0,3,7,4,730,4,0,46,0,0,1
73,0,0,0,8,4,1164,4,0,51,2,0,3
74,0,1,1,42,4,5954,3,1,41,1,0,1
75,1,0,0,36,2,1977,4,0,40,1,0,3
76,0,0,0,12,4,1526,4,0,66,2,0,3
77,1,0,0,42,2,3965,1,0,34,1,0,2
78,0,0,1,11,3,4771,3,0,51,1,0,2
79,0,0,3,54,0,9436,2,0,39,1,0,1
80,0,0,1,30,2,3832,1,3,22,1,0,2
81,1,1,3,24,2,5943,1,1,44,1,0,2
82,0,0,3,15,2,1213,4,0,47,1,0,2
83,0,1,3,18,2,1568,2,1,24,0,0,1
84,0,1,0,24,2,1755,4,1,58,1,0,1
85,0,0,0,10,2,2315,4,0,52,1,0,1
86,0,1,3,12,4,1412,2,1,29,1,0,3
87,0,1,1,18,4,1295,1,1,27,1,0,2
88,1,0,1,36,2,12612,2,0,47,2,0,2
89,0,0,0,18,2,2249,3,0,30,1,0,3
90,1,0,0,12,0,1108,3,0,28,1,0,2
91,0,0,3,12,4,618,4,0,56,1,0,2
92,0,0,0,12,4,1409,4,0,54,1,0,2
93,1,1,3,12,4,797,4,1,33,1,0,1
94,0,0,2,24,4,3617,4,0,20,0,0,2
95,0,0,1,12,2,1318,4,0,54,1,0,2
96,1,0,1,54,0,15945,1,0,58,0,0,2
97,0,1,3,12,4,2012,3,1,61,1,0,2
98,0,0,1,18,2,2622,2,0,34,1,0,2
99,0,0,1,36,4,2337,4,0,36,1,0,2
100,0,0,1,20,3,7057,3,0,36,0,0,3
101,0,0,3,24,2,1469,4,3,41,0,0,1
102,0,0,1,36,2,2323,3,0,24,0,0,2
103,0,1,3,6,3,932,2,1,24,1,0,2
104,0,0,1,9,4,1919,3,0,35,0,0,2
105,0,0,3,12,2,2445,1,3,26,0,0,2
106,1,0,1,24,4,11938,2,0,39,1,0,3
107,1,0,3,18,1,6458,4,0,39,1,0,3
108,0,0,1,12,2,6078,3,0,32,1,0,2
109,0,1,0,24,2,7721,1,1,30,1,1,2
110,0,0,1,14,2,1410,4,3,35,1,0,2
111,0,0,1,6,3,1449,4,2,31,1,0,2
112,0,1,2,15,2,392,1,1,23,0,0,2
113,0,0,1,18,2,6260,3,0,28,0,0,1
114,1,1,3,36,4,7855,2,1,25,1,0,2
115,0,0,0,12,2,1680,4,3,35,1,0,2
116,0,0,3,48,4,3578,4,0,47,1,0,2
117,1,1,0,42,2,7174,3,1,30,1,0,3
118,0,1,0,10,4,2132,1,1,27,0,1,2
119,1,1,0,33,4,4281,2,1,23,1,0,2
120,0,0,1,12,4,2366,3,2,36,1,0,3
121,1,1,0,21,2,1835,2,1,25,1,0,2
122,0,1,3,24,4,3868,4,1,41,0,0,3
123,0,0,3,12,2,1768,2,0,24,0,0,1
124,0,0,2,10,4,781,4,0,63,2,0,2
125,1,1,1,18,2,1924,1,1,27,0,0,2
126,0,0,0,12,4,2121,2,0,30,1,0,2
127,0,0,0,12,2,701,2,3,40,1,0,1
128,1,0,1,12,2,639,2,0,30,1,0,2
129,0,0,1,12,4,1860,0,0,34,1,0,3
130,1,1,0,12,4,3499,2,1,29,1,0,2
131,0,1,1,48,2,8487,3,1,24,1,0,2
132,1,0,0,36,3,6887,2,0,29,1,0,2
133,0,0,3,15,2,2708,1,0,27,1,0,1
134,0,0,3,18,2,1984,2,0,47,2,0,2
135,0,1,3,60,2,10144,3,1,21,1,0,2
136,0,1,3,12,4,1240,4,1,38,1,0,2
137,0,0,3,27,3,8613,2,0,27,1,0,2
138,1,0,1,12,2,766,2,0,66,1,0,1
139,0,0,1,15,4,2728,3,0,35,1,0,2
140,0,1,2,12,2,1881,2,1,44,0,0,1
141,0,0,2,6,2,709,1,3,27,1,1,0
142,0,1,1,36,2,4795,1,1,30,1,0,3
143,0,0,0,27,2,3416,2,0,27,1,0,3
144,1,0,0,18,2,2462,2,0,22,1,0,2
145,0,1,3,21,4,2288,1,1,23,1,0,2
146,0,0,1,48,1,3566,3,0,30,1,0,2
147,0,1,0,6,4,860,4,1,39,1,0,2
148,0,1,3,12,4,682,3,1,51,1,0,2
149,0,0,0,36,4,5371,2,0,28,1,0,2
150,0,0,3,18,4,1582,4,0,46,1,0,2
151,0,0,3,6,2,1346,4,0,42,2,0,2
152,0,0,3,10,2,1924,2,0,38,1,1,2
153,0,0,2,36,2,5848,2,0,24,1,0,2
154,0,1,1,24,4,7758,4,1,29,0,0,2
155,0,0,1,24,3,6967,3,0,36,0,0,3
156,1,1,0,12,2,1282,2,1,20,0,0,2
157,0,0,0,9,4,1288,4,0,48,1,1,2
158,0,0,0,12,1,339,4,3,45,1,0,1
159,0,0,1,24,2,3512,3,0,38,1,0,2
160,0,0,3,6,4,1898,2,0,34,1,0,1
161,0,0,3,24,4,2872,4,0,36,1,0,2
162,0,1,3,18,4,1055,1,1,30,1,0,2
163,0,0,3,15,2,1262,3,0,36,1,0,2
164,0,0,1,10,2,7308,0,0,70,2,0,3
165,0,0,3,36,2,909,4,0,36,1,0,2
166,0,0,3,6,2,2978,2,0,32,1,0,2
167,1,1,0,18,2,1131,0,1,33,1,0,2
168,0,1,1,11,2,1577,1,1,20,1,0,2
169,0,1,3,24,2,3972,3,1,25,0,0,2
170,1,0,1,24,4,1935,4,2,31,1,0,2
171,1,0,0,15,0,950,4,0,33,0,0,2
172,0,1,3,12,2,763,2,1,26,1,0,2
173,1,1,1,24,3,2064,0,1,34,1,0,3
174,0,0,1,8,2,1414,2,0,33,1,1,2
175,1,0,0,21,3,3414,1,0,26,1,0,2
176,1,1,3,30,1,7485,0,1,53,1,0,3
177,0,0,0,12,2,2577,2,2,42,1,0,2
178,0,0,0,6,4,338,4,0,52,1,0,2
179,0,0,3,12,2,1963,3,0,31,0,0,3
180,0,0,0,21,4,571,4,0,65,1,0,2
181,1,0,3,36,3,9572,1,2,28,1,0,2
182,1,0,1,36,3,4455,2,2,30,1,0,3
183,1,0,0,21,1,1647,2,0,40,1,0,1
184,0,0,3,24,4,3777,2,0,50,1,0,2
185,1,0,1,18,4,884,4,0,36,1,0,2
186,0,0,3,15,4,1360,2,0,31,1,0,2
187,1,1,1,9,1,5129,4,1,74,2,0,3
188,0,0,1,16,4,1175,0,0,68,2,0,0
189,1,0,0,12,2,674,3,3,20,1,0,2
190,0,1,1,18,0,3244,2,1,33,1,0,2
191,1,0,3,24,2,4591,2,0,54,1,0,3
192,1,0,1,48,0,3844,3,0,34,2,0,1
193,1,0,1,27,2,3915,2,0,36,1,0,2
194,0,0,3,6,2,2108,3,3,29,0,0,2
195,1,0,1,45,2,3031,2,0,21,0,0,2
196,1,1,1,9,4,1501,4,1,34,1,0,3
197,0,1,3,6,4,1382,2,1,28,1,0,2
198,1,1,1,12,2,951,1,1,27,0,0,2
199,0,0,1,24,2,2760,4,0,36,2,0,2
200,1,0,1,18,3,4297,4,2,40,1,0,3
201,0,0,3,9,4,936,4,0,52,1,0,2
202,0,0,0,12,2,1168,2,3,27,1,0,1
203,0,0,3,27,3,5117,3,0,26,1,0,2
204,1,0,0,12,2,902,3,3,21,0,0,2
205,0,0,3,12,4,1495,4,0,38,1,0,1
206,0,0,0,30,4,10623,4,0,38,2,0,3
207,0,0,3,12,4,1935,4,0,43,1,0,2
208,0,0,1,12,4,1424,3,0,26,1,0,2
209,0,0,0,24,2,6568,2,3,21,1,0,1
210,0,0,3,12,2,1413,3,0,55,1,1,2
211,0,0,3,9,4,3074,2,0,33,1,0,2
212,0,1,3,36,2,3835,4,1,45,1,0,1
213,1,0,0,27,0,5293,0,0,50,1,0,2
214,1,0,2,30,3,1908,4,0,66,1,0,3
215,0,0,3,36,4,3342,4,0,51,1,0,2
216,0,1,1,6,4,932,3,1,39,1,0,1
217,0,0,0,18,0,3104,3,0,31,1,0,2
218,0,0,2,36,2,3913,2,0,23,1,0,2
219,0,0,0,24,2,3021,2,2,24,0,0,1
220,0,1,3,10,2,1364,2,1,64,1,0,2
221,0,0,1,12,2,625,1,3,26,1,0,1
222,0,1,0,12,2,1200,2,1,23,0,0,2
223,0,0,3,12,2,707,2,0,30,1,0,2
224,0,0,3,24,3,2978,2,0,32,1,0,2
225,0,0,3,15,2,4657,2,0,30,1,0,2
226,0,0,3,36,0,2613,2,0,27,1,0,2
227,1,0,1,48,2,10961,3,0,27,1,0,2
228,1,0,0,12,2,7865,4,0,53,2,0,3
229,1,0,3,9,2,1478,3,0,22,1,0,2
230,0,0,0,24,2,3149,1,0,22,2,0,2
231,1,0,2,36,2,4210,2,0,26,1,0,2
232,0,0,3,9,2,2507,4,0,51,2,0,1
233,0,0,3,12,2,2141,3,0,35,1,0,2
234,0,0,1,18,2,866,2,3,25,1,0,1
235,0,0,3,4,4,1544,3,0,42,1,0,1
236,1,0,0,24,2,1823,0,0,30,1,0,3
237,1,0,1,6,2,14555,0,0,23,1,0,0
238,1,0,1,21,2,2767,4,2,61,0,0,1
239,0,1,3,12,4,1291,2,1,35,1,0,2
240,0,0,0,30,2,2522,4,0,39,1,0,2
241,1,1,0,24,2,915,4,1,29,1,0,2
242,0,0,3,6,2,1595,3,0,51,1,0,2
243,1,0,0,48,0,4605,4,0,24,2,0,2
244,0,1,3,12,4,1185,2,1,27,1,0,2
245,0,1,3,12,1,3447,2,1,35,1,0,1
246,0,0,3,24,2,1258,3,0,25,1,0,2
247,0,0,3,12,4,717,4,0,52,1,0,2
248,0,0,3,6,0,1204,2,0,35,0,1,2
249,0,0,2,24,2,1925,2,0,26,1,0,2
250,1,1,3,18,2,433,0,1,22,0,0,2
251,0,1,0,6,4,666,3,1,39,1,0,1
252,0,1,2,12,2,2251,2,1,46,1,0,1
253,1,1,1,30,2,2150,2,1,24,1,0,2
254,0,0,3,24,3,4151,2,0,35,1,0,2
255,0,0,1,9,2,2030,3,0,24,1,0,2
256,0,0,1,60,3,7418,2,0,27,1,0,1
257,0,0,3,24,4,2684,2,0,35,1,0,1
258,1,0,0,12,1,2149,2,2,29,2,0,2
259,0,1,3,15,2,3812,1,1,23,1,0,2
260,0,1,3,11,4,1154,0,1,57,1,0,1
261,0,0,0,12,2,1657,2,0,27,1,0,2
262,0,1,0,24,2,1603,4,1,55,1,0,2
263,0,0,0,18,4,5302,4,0,36,2,0,3
264,0,1,3,12,4,2748,4,1,57,2,0,1
265,0,0,3,10,4,1231,4,0,32,1,1,1
266,1,0,1,15,2,802,4,0,37,1,0,2
267,0,0,3,36,4,6304,4,0,36,1,0,2
268,0,1,3,24,2,1533,1,1,38,1,0,2
269,1,0,0,14,2,8978,4,2,45,1,1,3
270,0,0,3,24,2,999,4,0,25,1,0,2
271,0,0,3,18,2,2662,3,0,32,1,1,2
272,0,1,3,12,4,1402,3,1,37,0,0,2
273,0,0,1,48,1,12169,0,0,36,2,0,3
274,1,0,1,48,2,3060,3,0,28,1,0,2
275,1,0,0,30,2,11998,1,2,34,1,0,1
276,0,0,3,9,2,2697,2,0,32,1,0,2
277,0,1,3,18,4,2404,2,1,26,1,0,2
278,0,0,0,12,2,1262,4,2,49,1,0,1
279,1,1,3,6,2,4611,1,1,32,1,0,2
280,0,0,3,24,2,1901,2,0,29,0,0,3
281,0,0,3,15,4,3368,4,0,23,0,0,2
282,0,0,3,12,2,1574,2,0,50,1,0,2
283,0,0,2,18,1,1445,3,0,49,1,0,1
284,0,0,3,15,4,1520,4,0,63,1,0,2
285,0,0,1,24,4,3878,1,2,37,1,0,2
286,0,1,0,47,2,10722,1,1,35,1,0,1
287,0,0,0,48,2,4788,3,0,26,1,0,2
288,0,0,1,48,3,7582,0,0,31,2,0,3
289,0,1,1,12,2,1092,2,1,49,1,0,2
290,1,0,0,24,3,1024,1,3,48,1,0,2
291,0,0,3,12,2,1076,2,3,26,1,1,2
292,1,0,1,36,2,9398,1,3,28,0,0,3
293,0,1,0,24,4,6419,4,1,44,2,0,3
294,0,0,2,42,4,4796,4,0,56,2,0,2
295,0,0,3,48,4,7629,4,2,46,1,0,3
296,1,1,1,48,2,9960,1,1,26,1,0,2
297,0,1,3,12,2,4675,1,1,20,0,0,2
298,0,0,3,10,2,1287,4,0,45,1,1,1
299,0,0,3,18,2,2515,2,0,43,1,0,2
300,0,0,1,21,4,2745,3,0,32,1,0,2
301,0,1,3,6,2,672,0,1,54,1,0,0
302,1,1,1,36,0,3804,2,1,42,1,0,2
303,1,0,2,24,4,1344,3,0,37,1,0,1
304,0,0,0,10,4,1038,3,0,49,1,0,2
305,1,0,3,48,4,10127,2,0,44,2,0,2
306,0,0,3,6,2,1543,2,2,33,1,0,2
307,0,1,3,30,2,4811,3,1,24,0,0,1
308,1,0,0,12,2,727,1,3,33,1,0,1
309,1,1,1,8,2,1237,2,1,24,1,0,2
310,0,0,1,9,2,276,2,3,22,0,0,1
311,0,0,1,48,2,5381,0,0,40,2,0,0
312,0,0,3,24,2,5511,2,0,25,1,0,2
313,0,1,2,24,2,3749,1,1,26,1,0,2
314,1,0,1,12,2,685,3,3,25,1,0,1
315,0,0,2,4,2,1494,1,0,29,1,1,1
316,1,0,0,36,1,2746,4,0,31,1,0,2
317,0,0,0,12,2,708,2,0,38,1,0,1
318,0,1,1,24,2,4351,2,1,48,1,0,1
319,0,0,3,12,4,701,2,0,32,1,0,2
320,0,1,0,15,3,3643,4,1,27,1,0,1
321,1,0,1,30,4,4249,0,3,28,1,0,3
322,1,0,0,24,2,1938,1,2,32,1,0,2
323,0,0,0,24,2,2910,3,0,34,2,0,3
324,0,0,0,18,2,2659,2,0,28,1,0,2
325,0,1,3,18,4,1028,2,1,36,1,0,2
326,0,0,0,8,4,3398,3,0,39,1,1,1
327,0,0,3,12,4,5801,4,0,49,0,0,2
328,0,1,3,24,2,1525,3,1,34,1,0,2
329,0,0,2,36,2,4473,4,0,31,1,0,2
330,0,0,1,6,2,1068,4,0,28,1,0,2
331,0,0,0,24,4,6615,0,0,75,2,0,3
332,1,1,3,18,4,1864,2,1,30,1,0,2
333,1,1,1,60,2,7408,1,1,24,1,0,3
334,1,1,3,48,4,11590,2,1,24,0,0,1
335,1,0,0,24,0,4110,4,0,23,0,0,2
336,1,0,0,6,4,3384,2,2,44,0,0,3
337,0,1,1,13,2,2101,1,1,23,1,0,1
338,1,1,0,15,2,1275,2,1,24,0,0,2
339,0,0,0,24,2,4169,2,0,28,1,0,2
340,0,0,1,10,2,1521,2,2,31,1,0,1
341,0,1,1,24,4,5743,1,1,24,2,0,2
342,0,1,0,21,2,3599,3,1,26,0,0,1
343,0,0,1,18,2,3213,1,3,25,0,0,2
344,0,0,1,18,2,4439,4,0,33,1,0,3
345,0,0,2,10,2,3949,1,0,37,1,0,1
346,0,1,3,15,4,1459,2,1,43,1,0,1
347,0,0,1,13,4,882,1,0,23,1,0,2
348,0,1,1,24,2,3758,0,1,23,0,0,0
349,0,0,3,6,3,1743,2,0,34,1,0,1
350,1,0,1,9,4,1136,4,0,32,2,0,2
351,0,1,3,9,2,1236,1,1,23,0,0,2
352,1,1,1,9,2,959,2,1,29,1,1,2
353,0,0,3,18,4,3229,0,0,38,1,0,3
354,1,0,0,12,0,6199,2,0,28,0,0,2
355,0,0,3,10,2,727,4,0,46,2,0,2
356,1,0,1,24,2,1246,1,0,23,1,0,1
357,0,0,3,12,4,2331,4,0,49,1,0,2
358,1,0,3,36,3,4463,2,0,26,1,0,3
359,0,0,3,12,2,776,2,3,28,1,0,2
360,1,1,0,30,2,2406,3,1,23,0,0,2
361,0,0,1,18,2,1239,2,0,61,2,0,2
362,0,0,2,12,2,3399,4,0,37,1,0,3
363,0,1,2,12,3,2247,2,1,36,1,0,2
364,0,0,3,6,2,1766,2,3,21,0,0,2
365,1,0,0,18,2,2473,0,0,25,1,0,0
366,0,0,3,12,2,1542,3,0,36,1,0,2
367,0,0,3,18,4,3850,3,0,27,1,0,2
368,0,1,0,18,2,3650,1,1,22,0,0,2
369,1,0,0,36,2,3446,4,0,42,1,0,2
370,0,1,1,18,2,3001,3,1,40,0,0,2
371,0,0,3,36,2,3079,2,0,36,1,0,2
372,0,0,3,18,4,6070,4,0,33,1,0,2
373,0,1,3,10,4,2146,1,1,23,0,0,2
374,0,0,3,60,4,13756,4,0,63,2,0,3
375,1,1,1,60,1,14782,4,1,60,2,0,3
376,1,1,0,48,1,7685,3,1,37,0,0,2
377,0,0,3,18,3,2320,0,3,34,1,0,2
378,0,0,3,7,3,846,4,0,36,2,0,2
379,1,0,1,36,2,14318,4,0,57,2,0,3
380,0,1,3,6,4,362,2,1,52,1,0,1
381,0,0,0,20,2,2212,3,0,39,1,0,2
382,1,1,1,18,2,12976,0,1,38,2,0,3
383,0,1,3,22,2,1283,3,1,25,0,0,2
384,0,0,2,12,2,1330,1,0,26,1,0,2
385,0,0,3,30,3,4272,2,0,26,1,0,1
386,0,1,3,18,4,2238,2,1,25,1,0,2
387,0,1,3,18,2,1126,1,1,21,0,0,2
388,0,0,1,18,4,7374,0,0,40,1,0,3
389,0,0,1,15,4,2326,2,0,27,1,0,2
390,0,1,3,9,2,1449,3,1,27,1,0,2
391,0,0,3,18,2,1820,2,3,30,1,0,3
392,0,1,1,12,2,983,1,1,19,0,0,1
393,0,0,0,36,2,3249,3,0,39,2,0,3
394,0,1,0,6,4,1957,3,1,31,1,0,2
395,0,0,3,9,4,2406,0,0,31,1,0,3
396,0,0,1,39,3,11760,3,0,32,0,0,2
397,0,1,0,12,2,2578,0,1,55,2,0,3
398,0,0,0,36,4,2348,2,3,46,1,0,2
399,1,0,1,12,2,1223,4,2,46,0,0,2
400,0,1,3,24,4,1516,2,1,43,1,0,1
401,0,0,3,18,2,1473,1,3,39,1,0,2
402,0,0,1,18,4,1887,2,3,28,1,0,2
403,1,0,3,24,3,8648,1,0,27,1,0,2
404,0,0,3,14,3,802,2,0,27,1,0,1
405,0,0,1,18,3,2899,4,0,43,1,0,2
406,1,0,1,24,2,2039,1,3,22,1,0,2
407,0,0,3,24,4,2197,3,0,43,1,0,2
408,0,0,0,15,2,1053,1,3,27,1,1,2
409,0,0,3,24,2,3235,4,2,26,1,0,3
410,1,0,2,12,4,939,3,3,28,1,0,2
411,0,1,1,24,2,1967,4,1,20,1,0,2
412,0,0,3,33,4,7253,3,0,35,1,0,3
413,1,0,3,12,4,2292,0,0,42,1,0,3
414,0,0,3,10,2,1597,2,0,40,0,1,1
415,1,1,0,24,2,1381,2,1,35,1,0,2
416,0,0,3,36,4,5842,4,0,35,1,0,2
417,1,0,0,12,2,2579,1,0,33,1,0,1
418,0,1,0,18,3,8471,2,1,23,0,0,2
419,0,1,3,21,2,2782,3,1,31,1,0,3
420,1,1,1,18,2,1042,2,1,33,1,0,2
421,0,1,3,15,2,3186,3,1,20,0,0,2
422,0,0,1,12,2,2028,2,0,30,1,0,2
423,0,0,1,12,4,958,3,0,47,1,0,1
424,0,0,3,21,3,1591,3,0,34,1,0,3
425,1,1,1,12,2,2762,4,1,25,1,0,2
426,0,0,1,18,2,2779,2,3,21,0,0,2
427,0,0,3,28,4,2743,4,0,29,1,0,2
428,0,0,3,18,4,1149,2,0,46,1,0,2
429,0,0,3,9,2,1313,4,0,20,1,0,2
430,1,1,0,18,4,1190,0,1,55,2,0,0
431,0,0,3,5,2,3448,3,0,74,1,0,1
432,1,0,1,24,2,11328,2,0,29,1,0,3
433,0,0,0,6,4,1872,0,0,36,2,0,3
434,0,0,3,24,4,2058,2,2,33,1,0,2
435,0,0,0,9,2,2136,2,0,25,1,0,2
436,1,0,1,12,2,1484,2,3,25,1,0,2
437,0,0,3,6,2,660,3,3,23,0,0,1
438,0,1,3,24,4,1287,4,1,37,1,0,2
439,0,0,0,42,4,3394,0,0,65,1,0,0
440,1,1,2,12,1,609,1,1,26,1,0,0
441,0,0,3,12,2,1884,4,0,39,1,0,3
442,0,1,0,12,2,1620,2,1,30,1,0,2
443,0,0,1,20,3,2629,2,0,29,1,0,2
444,1,0,3,12,2,719,4,0,41,1,0,1
445,1,1,1,48,4,5096,2,1,30,1,0,3
446,0,1,3,9,4,1244,4,1,41,0,0,1
447,1,1,0,36,2,1842,1,1,34,1,0,2
448,0,0,1,7,2,2576,2,0,35,1,0,2
449,0,1,2,12,2,1424,4,1,55,1,0,3
450,1,0,1,15,3,1512,2,3,61,1,0,2
451,0,0,3,36,4,11054,2,0,30,1,0,3
452,0,1,3,6,2,518,2,1,29,1,0,2
453,0,0,3,12,0,2759,4,0,34,1,0,2
454,0,0,3,24,2,2670,4,0,35,1,0,3
455,1,0,0,24,2,4817,3,0,31,1,0,2
456,0,1,3,24,2,2679,1,1,29,1,0,3
457,0,0,0,11,4,3905,2,0,36,0,0,2
458,1,0,0,12,2,3386,4,0,35,2,0,2
459,0,1,0,6,2,343,1,1,27,1,0,2
460,0,0,3,18,2,4594,1,0,32,1,0,2
461,0,0,0,36,2,3620,2,0,37,1,0,2
462,0,0,0,15,2,1721,1,0,36,1,0,2
463,0,1,1,12,2,3017,1,1,34,0,0,3
464,0,0,1,12,2,754,4,0,38,1,0,2
465,0,0,3,18,2,1950,3,0,34,1,0,2
466,0,0,0,24,2,2924,2,0,63,1,0,2
467,1,1,0,24,3,1659,1,1,29,0,0,1
468,0,0,3,48,3,7238,4,0,32,1,0,2
469,0,1,3,33,3,2764,2,1,26,1,0,2
470,0,0,3,24,3,4679,3,0,35,1,0,1
471,1,0,1,24,2,3092,1,3,22,0,0,2
472,1,1,0,6,2,448,1,1,23,1,0,2
473,1,0,0,9,2,654,2,0,28,1,0,1
474,0,0,3,6,2,1238,0,0,36,1,0,3
475,1,0,1,18,4,1245,2,3,33,1,0,2
476,1,1,0,18,0,3114,1,1,26,0,0,2
477,0,0,3,39,2,2569,2,0,24,1,0,2
478,0,0,2,24,2,5152,3,0,25,1,0,2
479,0,0,1,12,2,1037,3,0,39,1,0,1
480,0,0,0,15,4,1478,4,0,44,1,0,2
481,0,1,1,12,4,3573,2,1,23,1,0,1
482,0,0,1,24,2,1201,1,0,26,1,0,2
483,0,1,0,30,2,3622,4,1,57,0,0,2
484,0,1,3,15,3,960,3,1,30,1,0,2
485,0,0,3,12,4,1163,2,0,44,1,0,2
486,1,0,1,6,3,1209,0,0,47,1,0,3
487,0,0,3,12,2,3077,2,0,52,1,0,2
488,0,1,3,24,2,3757,4,1,62,2,0,2
489,0,0,3,10,2,1418,2,0,35,0,1,1
490,0,0,3,6,2,3518,2,0,26,0,0,2
491,0,0,3,12,4,1934,4,0,26,1,0,2
492,1,1,1,27,0,8318,4,1,42,2,0,3
493,0,1,3,6,4,1237,2,1,27,1,0,2
494,0,0,1,6,2,368,4,0,38,1,0,2
495,0,0,0,12,4,2122,2,0,39,0,1,1
496,1,0,0,24,2,2996,2,3,20,1,0,2
497,1,0,1,36,2,9034,1,0,29,0,0,3
498,0,0,3,24,4,1585,3,0,40,1,0,2
499,0,0,1,18,2,1301,4,3,32,1,0,1
500,0,0,2,6,4,1323,4,2,28,1,0,2
501,1,1,0,24,2,3123,1,1,27,1,0,2
502,0,0,0,36,2,5493,4,0,42,2,0,2
503,0,0,2,9,2,1126,4,2,49,1,0,2
504,1,0,1,24,4,1216,1,0,38,1,0,2
505,1,1,0,24,2,1207,1,1,24,0,0,2
506,1,0,3,10,2,1309,2,0,27,1,0,1
507,0,0,2,15,4,2360,2,0,36,1,0,2
508,1,0,1,15,1,6850,0,0,34,1,0,3
509,0,0,3,24,2,1413,2,3,28,1,0,2
510,0,0,3,39,2,8588,4,0,45,1,0,3
511,1,0,0,12,2,759,3,0,26,1,0,2
512,0,0,3,36,2,4686,2,0,32,2,0,3
513,0,0,2,15,2,2687,3,0,26,0,0,2
514,0,0,1,12,3,585,2,3,20,0,0,2
515,0,0,3,24,2,2255,1,0,54,1,0,2
516,0,1,0,6,4,609,3,1,37,1,1,2
