idx,credit_risk,sex,account_check_status,duration_in_month,credit_history,credit_amount,present_employment_since,marriage,age_in_years,housing,foreign_worker,job
192,1,0,1,48,0,3844,3,0,34,2,0,1
193,1,0,1,27,2,3915,2,0,36,1,0,2
195,1,0,1,45,2,3031,2,0,21,0,0,2
200,1,0,1,18,3,4297,4,2,40,1,0,3
204,1,0,0,12,2,902,3,3,21,0,0,2
213,1,0,0,27,0,5293,0,0,50,1,0,2
214,1,0,2,30,3,1908,4,0,66,1,0,3
399,1,0,1,12,2,1223,4,2,46,0,0,2
403,1,0,3,24,3,8648,1,0,27,1,0,2
406,1,0,1,24,2,2039,1,3,22,1,0,2
410,1,0,2,12,4,939,3,3,28,1,0,2
471,1,0,1,24,2,3092,1,3,22,0,0,2
473,1,0,0,9,2,654,2,0,28,1,0,1
475,1,0,1,18,4,1245,2,3,33,1,0,2
486,1,0,1,6,3,1209,0,0,47,1,0,3
496,1,0,0,24,2,2996,2,3,20,1,0,2
497,1,0,1,36,2,9034,1,0,29,0,0,3
504,1,0,1,24,4,1216,1,0,38,1,0,2
506,1,0,3,10,2,1309,2,0,27,1,0,1
508,1,0,1,15,1,6850,0,0,34,1,0,3
511,1,0,0,12,2,759,3,0,26,1,0,2
523,1,0,0,48,0,7119,2,0,53,2,0,2
529,1,0,0,36,2,2302,2,2,31,0,0,2
135,0,1,3,60,2,10144,3,1,21,1,0,2
136,0,1,3,12,4,1240,4,1,38,1,0,2
140,0,1,2,12,2,1881,2,1,44,0,0,1
142,0,1,1,36,2,4795,1,1,30,1,0,3
145,0,1,3,21,4,2288,1,1,23,1,0,2
147,0,1,0,6,4,860,4,1,39,1,0,2
148,0,1,3,12,4,682,3,1,51,1,0,2
154,0,1,1,24,4,7758,4,1,29,0,0,2
162,0,1,3,18,4,1055,1,1,30,1,0,2
168,0,1,1,11,2,1577,1,1,20,1,0,2
169,0,1,3,24,2,3972,3,1,25,0,0,2
172,0,1,3,12,2,763,2,1,26,1,0,2
190,0,1,1,18,0,3244,2,1,33,1,0,2
197,0,1,3,6,4,1382,2,1,28,1,0,2
212,0,1,3,36,2,3835,4,1,45,1,0,1
216,0,1,1,6,4,932,3,1,39,1,0,1
220,0,1,3,10,2,1364,2,1,64,1,0,2
222,0,1,0,12,2,1200,2,1,23,0,0,2
239,0,1,3,12,4,1291,2,1,35,1,0,2
244,0,1,3,12,4,1185,2,1,27,1,0,2
245,0,1,3,12,1,3447,2,1,35,1,0,1
251,0,1,0,6,4,666,3,1,39,1,0,1
252,0,1,2,12,2,2251,2,1,46,1,0,1
259,0,1,3,15,2,3812,1,1,23,1,0,2
260,0,1,3,11,4,1154,0,1,57,1,0,1
262,0,1,0,24,2,1603,4,1,55,1,0,2
264,0,1,3,12,4,2748,4,1,57,2,0,1
383,0,1,3,22,2,1283,3,1,25,0,0,2
386,0,1,3,18,4,2238,2,1,25,1,0,2
387,0,1,3,18,2,1126,1,1,21,0,0,2
390,0,1,3,9,2,1449,3,1,27,1,0,2
392,0,1,1,12,2,983,1,1,19,0,0,1
394,0,1,0,6,4,1957,3,1,31,1,0,2
397,0,1,0,12,2,2578,0,1,55,2,0,3
400,0,1,3,24,4,1516,2,1,43,1,0,1
411,0,1,1,24,2,1967,4,1,20,1,0,2
418,0,1,0,18,3,8471,2,1,23,0,0,2
419,0,1,3,21,2,2782,3,1,31,1,0,3
516,0,1,0,6,4,609,3,1,37,1,1,2
524,0,1,3,24,2,3488,3,1,23,1,0,2
525,0,1,1,18,2,1113,2,1,26,1,0,1
527,0,1,3,15,4,1532,2,1,31,1,0,2
537,0,1,0,6,2,1374,0,1,75,1,0,3
538,0,1,1,18,4,3612,4,1,37,1,0,2
540,0,1,2,18,2,3049,1,1,45,1,0,1
547,0,1,3,24,4,2022,2,1,37,1,0,2
551,0,1,3,12,4,996,3,1,23,1,0,2
555,0,1,1,9,2,1199,3,1,67,1,0,3
563,0,1,2,6,3,683,1,1,29,1,0,2
566,0,1,1,24,3,1553,3,1,23,0,0,2
573,0,1,3,24,2,5433,0,1,26,0,0,3
574,0,1,0,15,2,806,2,1,22,1,0,1
576,0,1,3,15,4,2788,3,1,24,1,0,2
577,0,1,1,12,2,2930,3,1,27,1,0,2
578,0,1,3,24,4,1927,2,1,33,1,0,2
583,0,1,3,9,2,1388,2,1,26,0,0,2
585,0,1,3,12,2,2133,4,1,52,2,0,3
591,0,1,0,12,4,385,3,1,58,1,0,1
592,0,1,1,24,3,1965,2,1,42,0,0,2
593,0,1,3,21,2,1572,4,1,36,1,0,1
601,0,1,1,7,2,2329,1,1,45,1,0,2
676,0,1,3,30,4,4530,3,1,26,0,0,3
680,0,1,3,18,2,1453,1,1,26,1,0,2
681,0,1,3,6,2,1538,1,1,56,1,0,2
692,0,1,1,15,2,2631,2,1,25,1,0,1
698,0,1,3,12,4,926,0,1,38,1,0,0
703,0,1,2,24,2,1377,4,1,47,2,0,2
705,0,1,1,27,2,2528,1,1,32,1,0,2
706,0,1,3,15,2,5324,4,1,35,2,0,2
709,0,1,1,9,2,1206,4,1,25,1,0,2
724,0,1,1,9,2,790,2,1,66,1,0,1
726,0,1,3,6,4,250,2,1,41,1,0,1
733,0,1,1,8,2,760,3,1,44,1,0,1
734,0,1,3,24,2,2603,2,1,28,0,0,2
735,0,1,3,4,4,3380,3,1,37,1,0,2
736,0,1,1,36,1,3990,1,1,29,1,0,0
955,0,1,0,12,2,1893,2,1,29,1,0,2
956,0,1,0,24,4,1231,4,1,57,0,0,3
2,1,1,1,48,2,5951,2,1,22,1,0,2
11,1,1,1,12,2,1295,1,1,25,0,0,2
12,1,1,0,48,2,4308,1,1,24,0,0,2
156,1,1,0,12,2,1282,2,1,20,0,0,2
167,1,1,0,18,2,1131,0,1,33,1,0,2
173,1,1,1,24,3,2064,0,1,34,1,0,3
176,1,1,3,30,1,7485,0,1,53,1,0,3
187,1,1,1,9,1,5129,4,1,74,2,0,3
196,1,1,1,9,4,1501,4,1,34,1,0,3
198,1,1,1,12,2,951,1,1,27,0,0,2
241,1,1,0,24,2,915,4,1,29,1,0,2
250,1,1,3,18,2,433,0,1,22,0,0,2
253,1,1,1,30,2,2150,2,1,24,1,0,2
415,1,1,0,24,2,1381,2,1,35,1,0,2
420,1,1,1,18,2,1042,2,1,33,1,0,2
518,1,1,3,36,4,7127,1,1,23,0,0,2
522,1,1,0,18,2,3190,2,1,24,1,0,2
532,1,1,1,15,2,2631,2,1,28,0,0,2
549,1,1,0,12,1,626,2,1,24,1,0,1
557,1,1,1,18,0,2278,1,1,28,1,0,2
558,1,1,3,21,0,5003,2,1,29,1,0,2
570,1,1,0,48,2,6758,2,1,31,1,0,2
571,1,1,0,24,2,3234,1,1,23,0,0,1
586,1,1,0,18,2,2039,2,1,20,0,0,2
594,1,1,1,24,2,2718,2,1,20,0,0,1
596,1,1,1,6,1,931,1,1,32,1,0,1
597,1,1,0,24,2,1442,3,1,23,0,0,2
602,1,1,1,9,2,918,2,1,30,1,0,2
701,1,1,3,12,2,1123,2,1,29,0,0,1
708,1,1,1,12,0,2969,1,1,25,0,0,2
712,1,1,0,6,1,1198,4,1,35,2,0,2
722,1,1,1,6,1,433,1,1,24,0,0,2
723,1,1,0,12,2,1228,2,1,24,1,0,1
725,1,1,3,27,2,2570,2,1,21,0,0,2
728,1,1,0,18,2,1882,2,1,25,0,0,2
729,1,1,1,48,1,6416,4,1,59,0,0,2
737,1,1,1,24,2,11560,2,1,23,0,0,3
973,1,1,0,24,1,1193,0,1,29,0,0,0
740,1,1,1,30,0,4280,2,1,26,0,0,1
748,1,1,0,12,2,1274,1,1,37,1,0,1
752,1,1,0,18,2,976,1,1,23,1,0,1
756,1,1,0,24,2,1285,3,1,32,0,0,2
762,1,1,0,18,4,2124,2,1,24,0,0,2
772,1,1,0,36,4,8065,2,1,25,1,0,3
776,1,1,0,24,2,1371,2,1,25,0,0,2
784,1,1,1,12,2,836,1,1,23,1,0,1
791,1,1,1,21,2,1188,4,1,39,1,0,2
